Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
10/30/2024 22:20:15,Graduate student,Male,Every night,7-8 hours,Every night,Good,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/30/2024 22:21:05,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/30/2024 22:21:13,Third year,Female,Rarely (1-2 times a week),4-5 hours,Rarely (1-2 times a week),Very poor,Rarely,Rarely,Rarely (1-2 times a month),Minor impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Often (5-6 times a week),Low stress,Good
10/30/2024 22:21:30,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/30/2024 22:21:48,Third year,Female,Never,Less than 4 hours,Never,Good,Never,Rarely,Sometimes (1-2 times a week),Minor impact,Rarely (1-2 times a week),Never,Rarely (1-2 times a week),Low stress,Good
10/30/2024 22:21:58,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Often,Always,Major impact,Often (5-6 times a week),Sometimes (3-4 times a week),Every day,Extremely high stress,Poor
10/30/2024 22:22:18,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/30/2024 22:22:49,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/30/2024 22:22:50,Third year,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Always,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Every day,High stress,Below Average
10/30/2024 22:23:13,First year,Female,Sometimes (3-4 times a week),More than 8 hours,Sometimes (3-4 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/30/2024 22:23:24,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Average
10/30/2024 22:23:53,Third year,Male,Every night,More than 8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Average
10/30/2024 22:24:20,Third year,Female,Sometimes (3-4 times a week),More than 8 hours,Every night,Very poor,Often,Always,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Poor
10/30/2024 22:24:37,Third year,Male,Every night,6-7 hours,Often (5-6 times a week),Poor,Always,Sometimes,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/30/2024 22:24:55,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
10/30/2024 22:25:15,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Every day,Every day,High stress,Below Average
10/30/2024 22:26:05,Graduate student,Female,Often (5-6 times a week),7-8 hours,Every night,Poor,Always,Often,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/30/2024 22:26:22,Third year,Male,Every night,7-8 hours,Every night,Very poor,Often,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Poor
10/30/2024 22:27:23,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Sometimes,Always,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
10/30/2024 22:27:42,Second year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Sometimes,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),Extremely high stress,Below Average
10/30/2024 22:27:59,Second year,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Sometimes,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/30/2024 22:28:22,Graduate student,Male,Every night,7-8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/30/2024 22:28:46,Third year,Male,Sometimes (3-4 times a week),More than 8 hours,Every night,Poor,Often,Often,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
10/30/2024 22:29:13,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Often,Always,Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/30/2024 22:29:50,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Often,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
10/30/2024 22:30:10,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Often,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
10/30/2024 22:35:01,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
10/30/2024 22:35:13,Third year,Female,Rarely (1-2 times a week),4-5 hours,Rarely (1-2 times a week),Good,Never,Often,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Average
10/30/2024 22:35:28,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Below Average
10/30/2024 22:35:47,Third year,Female,Never,Less than 4 hours,Never,Good,Sometimes,Rarely,Rarely (1-2 times a month),Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Good
10/30/2024 22:35:50,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Average,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Average
10/30/2024 22:35:52,Third year,Male,Sometimes (3-4 times a week),More than 8 hours,Every night,Poor,Always,Always,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/30/2024 22:36:11,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Sometimes,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Poor
10/30/2024 22:36:23,Third year,Female,Rarely (1-2 times a week),4-5 hours,Never,Very good,Never,Sometimes,Often (3-4 times a week),Moderate impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Average
10/30/2024 22:36:42,Second year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/30/2024 22:37:14,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Average
10/30/2024 22:37:31,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Always,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/30/2024 22:38:05,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Often (5-6 times a week),High stress,Below Average
10/30/2024 22:38:15,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Average
10/30/2024 22:39:09,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/30/2024 22:39:35,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/30/2024 22:39:56,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Always,Often,Always,Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/30/2024 22:40:46,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/30/2024 22:41:11,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Sometimes,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/30/2024 22:41:26,Graduate student,Male,Every night,7-8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/30/2024 22:42:30,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Often,Sometimes,Rarely (1-2 times a month),Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Rarely (1-2 times a week),High stress,Poor
10/30/2024 22:43:09,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Average
10/30/2024 22:44:32,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Average
10/30/2024 22:45:00,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/30/2024 22:45:28,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/30/2024 22:45:55,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/31/2024 0:54:24,Third year,Male,Sometimes (3-4 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Sometimes,Often,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
11/4/2024 21:11:49,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Sometimes,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
11/4/2024 21:59:32,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Often,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
11/4/2024 21:59:50,Third year,Male,Every night,6-7 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
11/4/2024 22:00:18,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Always,Sometimes,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Below Average
11/4/2024 22:00:36,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
11/4/2024 22:00:54,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
11/4/2024 22:01:10,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
11/4/2024 22:01:35,Graduate student,Female,Every night,7-8 hours,Every night,Poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
11/4/2024 22:01:51,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
11/4/2024 22:02:36,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Often,Sometimes (1-2 times a week),Major impact,Every night,Every day,Every day,High stress,Poor
11/4/2024 22:02:58,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
11/4/2024 22:03:18,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
